"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Manitoba","2016A000246","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732381","10.3.4.1","704","","","","0"
"2019-04","Manitoba","2016A000246","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732348","10.3.3.1","116","","","","0"
"2019-04","Manitoba","2016A000246","Housing completions","Row","Unadjusted","Units","300","units","0","v732359","10.3.5.1","215","","","","0"
"2019-04","Manitoba","2016A000246","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732370","10.3.6.1","373","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing starts","Total units","Unadjusted","Units","300","units","0","v730425","11.1.1.1","614","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730451","11.1.2.1","349","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730495","11.1.4.1","265","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730462","11.1.3.1","59","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing starts","Row","Unadjusted","Units","300","units","0","v730473","11.1.5.1","60","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730484","11.1.6.1","146","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731390","11.2.1.1","2093","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731401","11.2.2.1","849","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731445","11.2.4.1","1244","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731412","11.2.3.1","111","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing under construction","Row","Unadjusted","Units","300","units","0","v731423","11.2.5.1","201","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731434","11.2.6.1","932","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing completions","Total units","Unadjusted","Units","300","units","0","v732327","11.3.1.1","909","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732338","11.3.2.1","357","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732382","11.3.4.1","552","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732349","11.3.3.1","46","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing completions","Row","Unadjusted","Units","300","units","0","v732360","11.3.5.1","65","","","","0"
"2019-04","Saskatchewan","2016A000247","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732371","11.3.6.1","441","","","","0"
"2019-04","Alberta","2016A000248","Housing starts","Total units","Unadjusted","Units","300","units","0","v730426","12.1.1.1","6908","","","","0"
"2019-04","Alberta","2016A000248","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730452","12.1.2.1","2775","","","","0"
"2019-04","Alberta","2016A000248","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730496","12.1.4.1","4133","","","","0"
"2019-04","Alberta","2016A000248","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730463","12.1.3.1","790","","","","0"
"2019-04","Alberta","2016A000248","Housing starts","Row","Unadjusted","Units","300","units","0","v730474","12.1.5.1","1008","","","","0"
"2019-04","Alberta","2016A000248","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730485","12.1.6.1","2335","","","","0"
"2019-04","Alberta","2016A000248","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731391","12.2.1.1","23267","","","","0"
"2019-04","Alberta","2016A000248","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731402","12.2.2.1","5659","","","","0"
"2019-04","Alberta","2016A000248","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731446","12.2.4.1","17608","","","","0"
"2019-04","Alberta","2016A000248","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731413","12.2.3.1","1718","","","","0"
"2019-04","Alberta","2016A000248","Housing under construction","Row","Unadjusted","Units","300","units","0","v731424","12.2.5.1","3106","","","","0"
"2019-04","Alberta","2016A000248","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731435","12.2.6.1","12784","","","","0"
"2019-04","Alberta","2016A000248","Housing completions","Total units","Unadjusted","Units","300","units","0","v732328","12.3.1.1","6190","","","","0"
"2019-04","Alberta","2016A000248","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732339","12.3.2.1","2794","","","","0"
"2019-04","Alberta","2016A000248","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732383","12.3.4.1","3396","","","","0"
"2019-04","Alberta","2016A000248","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732350","12.3.3.1","696","","","","0"
"2019-04","Alberta","2016A000248","Housing completions","Row","Unadjusted","Units","300","units","0","v732361","12.3.5.1","1129","","","","0"
"2019-04","Alberta","2016A000248","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732372","12.3.6.1","1571","","","","0"
"2019-04","British Columbia","2016A000259","Housing starts","Total units","Unadjusted","Units","300","units","0","v730418","13.1.1.1","14522","","","","0"
"2019-04","British Columbia","2016A000259","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730444","13.1.2.1","2759","","","","0"
"2019-04","British Columbia","2016A000259","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730488","13.1.4.1","11763","","","","0"
"2019-04","British Columbia","2016A000259","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730455","13.1.3.1","286","","","","0"
"2019-04","British Columbia","2016A000259","Housing starts","Row","Unadjusted","Units","300","units","0","v730466","13.1.5.1","1155","","","","0"
"2019-04","British Columbia","2016A000259","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730477","13.1.6.1","10322","","","","0"
"2019-04","British Columbia","2016A000259","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731383","13.2.1.1","63504","","","","0"
"2019-04","British Columbia","2016A000259","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731394","13.2.2.1","9537","","","","0"
"2019-04","British Columbia","2016A000259","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731438","13.2.4.1","53967","","","","0"
"2019-04","British Columbia","2016A000259","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731405","13.2.3.1","1035","","","","0"
"2019-04","British Columbia","2016A000259","Housing under construction","Row","Unadjusted","Units","300","units","0","v731416","13.2.5.1","4471","","","","0"
"2019-04","British Columbia","2016A000259","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731427","13.2.6.1","48461","","","","0"
"2019-04","British Columbia","2016A000259","Housing completions","Total units","Unadjusted","Units","300","units","0","v732320","13.3.1.1","11162","","","","0"
"2019-04","British Columbia","2016A000259","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732331","13.3.2.1","2518","","","","0"
"2019-04","British Columbia","2016A000259","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732375","13.3.4.1","8644","","","","0"
"2019-04","British Columbia","2016A000259","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732342","13.3.3.1","230","","","","0"
"2019-04","British Columbia","2016A000259","Housing completions","Row","Unadjusted","Units","300","units","0","v732353","13.3.5.1","1027","","","","0"
"2019-04","British Columbia","2016A000259","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732364","13.3.6.1","7387","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Total units","Unadjusted","Units","300","units","0","v730416","1.1.1.1","59182","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730442","1.1.2.1","17521","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","41661","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2877","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Row","Unadjusted","Units","300","units","0","v730464","1.1.5.1","6934","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730475","1.1.6.1","31850","","","","0"
"2019-07","Canada","2016A000011124","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731381","1.2.1.1","267286","","","","0"
"2019-07","Canada","2016A000011124","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731392","1.2.2.1","40968","","","","0"
"2019-07","Canada","2016A000011124","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731436","1.2.4.1","226318","","","","0"
"2019-07","Canada","2016A000011124","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731403","1.2.3.1","6473","","","","0"
"2019-07","Canada","2016A000011124","Housing under construction","Row","Unadjusted","Units","300","units","0","v731414","1.2.5.1","24074","","","","0"
"2019-07","Canada","2016A000011124","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731425","1.2.6.1","195771","","","","0"
"2019-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","51865","","","","0"
"2019-07","Canada","2016A000011124","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732329","1.3.2.1","14540","","","","0"
"2019-07","Canada","2016A000011124","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732373","1.3.4.1","37325","","","","0"
"2019-07","Canada","2016A000011124","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732340","1.3.3.1","2725","","","","0"
"2019-07","Canada","2016A000011124","Housing completions","Row","Unadjusted","Units","300","units","0","v732351","1.3.5.1","5811","","","","0"
"2019-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","28789","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Total units","Unadjusted","Units","300","units","0","v730417","3.1.1.1","315","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730443","3.1.2.1","237","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730487","3.1.4.1","78","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730454","3.1.3.1","22","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","22","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","34","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","760","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","489","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","271","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","44","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Row","Unadjusted","Units","300","units","0","v731415","3.2.5.1","61","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731426","3.2.6.1","166","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing completions","Total units","Unadjusted","Units","300","units","0","v732319","3.3.1.1","203","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732330","3.3.2.1","149","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732374","3.3.4.1","54","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732341","3.3.3.1","22","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing completions","Row","Unadjusted","Units","300","units","0","v732352","3.3.5.1","25","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732363","3.3.6.1","7","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing starts","Total units","Unadjusted","Units","300","units","0","v730419","4.1.1.1","571","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730445","4.1.2.1","124","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730489","4.1.4.1","447","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730456","4.1.3.1","58","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing starts","Row","Unadjusted","Units","300","units","0","v730467","4.1.5.1","54","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730478","4.1.6.1","335","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731384","4.2.1.1","1126","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731395","4.2.2.1","245","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731439","4.2.4.1","881","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731406","4.2.3.1","93","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing under construction","Row","Unadjusted","Units","300","units","0","v731417","4.2.5.1","107","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731428","4.2.6.1","681","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing completions","Total units","Unadjusted","Units","300","units","0","v732321","4.3.1.1","217","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732332","4.3.2.1","80","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732376","4.3.4.1","137","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732343","4.3.3.1","25","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing completions","Row","Unadjusted","Units","300","units","0","v732354","4.3.5.1","46","","","","0"
"2019-07","Prince Edward Island","2016A000211","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732365","4.3.6.1","66","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing starts","Total units","Unadjusted","Units","300","units","0","v730420","5.1.1.1","1307","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730446","5.1.2.1","671","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730490","5.1.4.1","636","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730457","5.1.3.1","124","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing starts","Row","Unadjusted","Units","300","units","0","v730468","5.1.5.1","71","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730479","5.1.6.1","441","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731385","5.2.1.1","6471","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731396","5.2.2.1","1198","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731440","5.2.4.1","5273","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731407","5.2.3.1","183","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing under construction","Row","Unadjusted","Units","300","units","0","v731418","5.2.5.1","208","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731429","5.2.6.1","4882","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing completions","Total units","Unadjusted","Units","300","units","0","v732322","5.3.1.1","725","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732333","5.3.2.1","400","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732377","5.3.4.1","325","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732344","5.3.3.1","82","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing completions","Row","Unadjusted","Units","300","units","0","v732355","5.3.5.1","58","","","","0"
"2019-07","Nova Scotia","2016A000212","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732366","5.3.6.1","185","","","","0"
"2019-07","New Brunswick","2016A000213","Housing starts","Total units","Unadjusted","Units","300","units","0","v730421","6.1.1.1","1174","","","","0"
"2019-07","New Brunswick","2016A000213","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730447","6.1.2.1","463","","","","0"
"2019-07","New Brunswick","2016A000213","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730491","6.1.4.1","711","","","","0"
"2019-07","New Brunswick","2016A000213","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730458","6.1.3.1","82","","","","0"
"2019-07","New Brunswick","2016A000213","Housing starts","Row","Unadjusted","Units","300","units","0","v730469","6.1.5.1","78","","","","0"
"2019-07","New Brunswick","2016A000213","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730480","6.1.6.1","551","","","","0"
"2019-07","New Brunswick","2016A000213","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731386","6.2.1.1","2559","","","","0"
"2019-07","New Brunswick","2016A000213","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731397","6.2.2.1","688","","","","0"
"2019-07","New Brunswick","2016A000213","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731441","6.2.4.1","1871","","","","0"
"2019-07","New Brunswick","2016A000213","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731408","6.2.3.1","166","","","","0"
"2019-07","New Brunswick","2016A000213","Housing under construction","Row","Unadjusted","Units","300","units","0","v731419","6.2.5.1","205","","","","0"
"2019-07","New Brunswick","2016A000213","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731430","6.2.6.1","1500","","","","0"
"2019-07","New Brunswick","2016A000213","Housing completions","Total units","Unadjusted","Units","300","units","0","v732323","6.3.1.1","497","","","","0"
"2019-07","New Brunswick","2016A000213","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732334","6.3.2.1","222","","","","0"
"2019-07","New Brunswick","2016A000213","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732378","6.3.4.1","275","","","","0"
"2019-07","New Brunswick","2016A000213","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732345","6.3.3.1","24","","","","0"
"2019-07","New Brunswick","2016A000213","Housing completions","Row","Unadjusted","Units","300","units","0","v732356","6.3.5.1","59","","","","0"
"2019-07","New Brunswick","2016A000213","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732367","6.3.6.1","192","","","","0"
"2019-07","Quebec","2016A000224","Housing starts","Total units","Unadjusted","Units","300","units","0","v730422","7.1.1.1","12804","","","","0"
"2019-07","Quebec","2016A000224","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730448","7.1.2.1","3244","","","","0"
"2019-07","Quebec","2016A000224","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730492","7.1.4.1","9560","","","","0"
"2019-07","Quebec","2016A000224","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730459","7.1.3.1","749","","","","0"
"2019-07","Quebec","2016A000224","Housing starts","Row","Unadjusted","Units","300","units","0","v730470","7.1.5.1","388","","","","0"
"2019-07","Quebec","2016A000224","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730481","7.1.6.1","8423","","","","0"
"2019-07","Quebec","2016A000224","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731387","7.2.1.1","42280","","","","0"
"2019-07","Quebec","2016A000224","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731398","7.2.2.1","4804","","","","0"
"2019-07","Quebec","2016A000224","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731442","7.2.4.1","37476","","","","0"
"2019-07","Quebec","2016A000224","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731409","7.2.3.1","1205","","","","0"
"2019-07","Quebec","2016A000224","Housing under construction","Row","Unadjusted","Units","300","units","0","v731420","7.2.5.1","1106","","","","0"
"2019-07","Quebec","2016A000224","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731431","7.2.6.1","35165","","","","0"
"2019-07","Quebec","2016A000224","Housing completions","Total units","Unadjusted","Units","300","units","0","v732324","7.3.1.1","15280","","","","0"
"2019-07","Quebec","2016A000224","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732335","7.3.2.1","2402","","","","0"
"2019-07","Quebec","2016A000224","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732379","7.3.4.1","12878","","","","0"
"2019-07","Quebec","2016A000224","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732346","7.3.3.1","861","","","","0"
"2019-07","Quebec","2016A000224","Housing completions","Row","Unadjusted","Units","300","units","0","v732357","7.3.5.1","556","","","","0"
"2019-07","Quebec","2016A000224","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732368","7.3.6.1","11461","","","","0"
"2019-07","Ontario","2016A000235","Housing starts","Total units","Unadjusted","Units","300","units","0","v730423","8.1.1.1","21265","","","","0"
"2019-07","Ontario","2016A000235","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730449","8.1.2.1","6129","","","","0"
"2019-07","Ontario","2016A000235","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730493","8.1.4.1","15136","","","","0"
"2019-07","Ontario","2016A000235","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730460","8.1.3.1","557","","","","0"
"2019-07","Ontario","2016A000235","Housing starts","Row","Unadjusted","Units","300","units","0","v730471","8.1.5.1","4058","","","","0"
"2019-07","Ontario","2016A000235","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730482","8.1.6.1","10521","","","","0"
"2019-07","Ontario","2016A000235","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731388","8.2.1.1","115874","","","","0"
"2019-07","Ontario","2016A000235","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731399","8.2.2.1","15359","","","","0"
"2019-07","Ontario","2016A000235","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731443","8.2.4.1","100515","","","","0"
"2019-07","Ontario","2016A000235","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731410","8.2.3.1","1589","","","","0"
"2019-07","Ontario","2016A000235","Housing under construction","Row","Unadjusted","Units","300","units","0","v731421","8.2.5.1","14205","","","","0"
"2019-07","Ontario","2016A000235","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731432","8.2.6.1","84721","","","","0"
"2019-07","Ontario","2016A000235","Housing completions","Total units","Unadjusted","Units","300","units","0","v732325","8.3.1.1","15683","","","","0"
"2019-07","Ontario","2016A000235","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732336","8.3.2.1","5159","","","","0"
"2019-07","Ontario","2016A000235","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732380","8.3.4.1","10524","","","","0"
"2019-07","Ontario","2016A000235","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732347","8.3.3.1","552","","","","0"
"2019-07","Ontario","2016A000235","Housing completions","Row","Unadjusted","Units","300","units","0","v732358","8.3.5.1","2746","","","","0"
"2019-07","Ontario","2016A000235","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732369","8.3.6.1","7226","","","","0"
"2019-07","Manitoba","2016A000246","Housing starts","Total units","Unadjusted","Units","300","units","0","v730424","10.1.1.1","1716","","","","0"
"2019-07","Manitoba","2016A000246","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730450","10.1.2.1","793","","","","0"
"2019-07","Manitoba","2016A000246","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730494","10.1.4.1","923","","","","0"
"2019-07","Manitoba","2016A000246","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730461","10.1.3.1","110","","","","0"
"2019-07","Manitoba","2016A000246","Housing starts","Row","Unadjusted","Units","300","units","0","v730472","10.1.5.1","216","","","","0"
"2019-07","Manitoba","2016A000246","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730483","10.1.6.1","597","","","","0"
"2019-07","Manitoba","2016A000246","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731389","10.2.1.1","7181","","","","0"
"2019-07","Manitoba","2016A000246","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731400","10.2.2.1","1748","","","","0"
"2019-07","Manitoba","2016A000246","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731444","10.2.4.1","5433","","","","0"
"2019-07","Manitoba","2016A000246","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731411","10.2.3.1","244","","","","0"
"2019-07","Manitoba","2016A000246","Housing under construction","Row","Unadjusted","Units","300","units","0","v731422","10.2.5.1","494","","","","0"
"2019-07","Manitoba","2016A000246","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731433","10.2.6.1","4695","","","","0"
"2019-07","Manitoba","2016A000246","Housing completions","Total units","Unadjusted","Units","300","units","0","v732326","10.3.1.1","1621","","","","0"
"2019-07","Manitoba","2016A000246","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732337","10.3.2.1","664","","","","0"
"2019-07","Manitoba","2016A000246","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732381","10.3.4.1","957","","","","0"
"2019-07","Manitoba","2016A000246","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732348","10.3.3.1","82","","","","0"
"2019-07","Manitoba","2016A000246","Housing completions","Row","Unadjusted","Units","300","units","0","v732359","10.3.5.1","185","","","","0"
"2019-07","Manitoba","2016A000246","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732370","10.3.6.1","690","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing starts","Total units","Unadjusted","Units","300","units","0","v730425","11.1.1.1","797","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730451","11.1.2.1","382","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730495","11.1.4.1","415","","","","0"
